,Device_ID,Latitude,Longitude,Start_time,End_time,Category,Gender,Age,Date,Days,Geohash,Category_Num,Gender_Num,Geohash_Num,Start_Datetime,End_Datetime,Start_time_Cat,End_time_Cat,Next_Geohash_Num,Start_Time_Weight,End_Time_Weight,Duration,Weekday,Week_Num,Month_Name,Month_Num
0,16,41.871577,-87.627113,00:00:00,10:00:00,Home,Female,25,2020-08-16 00:00:00,Sunday,dp3wjyrzs78v,5,1,19,2020-08-16 00:00:00,2020-08-16 10:00:00,4.0,1.0,49.0,0.0,600.0,600.0,7,1,August,8
1,16,41.871586,-87.62638000000001,10:01:00,10:06:00,Food,Female,25,2020-08-16 00:00:00,Sunday,dp3wnn2rtm77,2,1,49,2020-08-16 10:01:00,2020-08-16 10:06:00,1.0,1.0,19.0,601.0,606.0,5.0,7,1,August,8
2,16,41.871577,-87.627113,10:07:00,13:30:00,Home,Female,25,2020-08-16 00:00:00,Sunday,dp3wjyrzs78v,5,1,19,2020-08-16 10:07:00,2020-08-16 13:30:00,1.0,2.0,47.0,607.0,810.0,203.0,7,1,August,8
3,16,41.867667,-87.625558,13:45:00,14:05:00,Groceries,Female,25,2020-08-16 00:00:00,Sunday,dp3wnjc0bdb3,3,1,47,2020-08-16 13:45:00,2020-08-16 14:05:00,2.0,2.0,19.0,825.0,845.0,20.0,7,1,August,8
4,16,41.871577,-87.627113,14:17:00,15:00:00,Home,Female,25,2020-08-16 00:00:00,Sunday,dp3wjyrzs78v,5,1,19,2020-08-16 14:17:00,2020-08-16 15:00:00,2.0,2.0,23.0,857.0,900.0,43.0,7,1,August,8
5,16,41.909186,-87.67715600000001,15:17:00,16:20:00,Food,Female,25,2020-08-16 00:00:00,Sunday,dp3wkv76wnw0,2,1,23,2020-08-16 15:17:00,2020-08-16 16:20:00,2.0,2.0,24.0,917.0,980.0,63.0,7,1,August,8
6,16,41.909968,-87.677652,16:22:00,16:34:00,Food,Female,25,2020-08-16 00:00:00,Sunday,dp3wkv7p68k1,2,1,24,2020-08-16 16:22:00,2020-08-16 16:34:00,2.0,2.0,19.0,982.0,994.0,12.0,7,1,August,8
7,16,41.871577,-87.627113,16:55:00,19:00:00,Home,Female,25,2020-08-16 00:00:00,Sunday,dp3wjyrzs78v,5,1,19,2020-08-16 16:55:00,2020-08-16 19:00:00,2.0,3.0,48.0,1015.0,1140.0,125.0,7,1,August,8
8,16,41.866229,-87.616986,19:25:00,19:40:00,Entertainment,Female,25,2020-08-16 00:00:00,Sunday,dp3wnjx22q8p,1,1,48,2020-08-16 19:25:00,2020-08-16 19:40:00,3.0,3.0,19.0,1165.0,1180.0,15.0,7,1,August,8
9,16,41.871577,-87.627113,20:00:00,23:59:00,Home,Female,25,2020-08-16 00:00:00,Sunday,dp3wjyrzs78v,5,1,19,2020-08-16 20:00:00,2020-08-16 23:59:00,4.0,4.0,19.0,1200.0,1439.0,239.0,7,1,August,8
10,16,41.871577,-87.627113,00:00:00,08:00:00,Home,Female,25,2020-08-17 00:00:00,Monday,dp3wjyrzs78v,5,1,19,2020-08-17 00:00:00,2020-08-17 08:00:00,4.0,1.0,37.0,0.0,480.0,480.0,1,2,August,8
11,16,41.897488,-87.64367800000001,08:30:00,17:00:00,Work,Female,25,2020-08-17 00:00:00,Monday,dp3wme5yd3c5,11,1,37,2020-08-17 08:30:00,2020-08-17 17:00:00,1.0,3.0,36.0,510.0,1020.0,510.0,1,2,August,8
12,16,41.896276,-87.641024,17:30:00,18:30:00,Gym,Female,25,2020-08-17 00:00:00,Monday,dp3wmdvz2pgv,4,1,36,2020-08-17 17:30:00,2020-08-17 18:30:00,3.0,3.0,19.0,1050.0,1110.0,60.0,1,2,August,8
13,16,41.871577,-87.627113,19:00:00,23:59:00,Home,Female,25,2020-08-17 00:00:00,Monday,dp3wjyrzs78v,5,1,19,2020-08-17 19:00:00,2020-08-17 23:59:00,3.0,4.0,19.0,1140.0,1439.0,299.0,1,2,August,8
14,16,41.871577,-87.627113,00:00:00,08:00:00,Home,Female,25,2020-08-18 00:00:00,Tuesday,dp3wjyrzs78v,5,1,19,2020-08-18 00:00:00,2020-08-18 08:00:00,4.0,1.0,37.0,0.0,480.0,480.0,2,2,August,8
15,16,41.897488,-87.64367800000001,08:30:00,17:00:00,Work,Female,25,2020-08-18 00:00:00,Tuesday,dp3wme5yd3c5,11,1,37,2020-08-18 08:30:00,2020-08-18 17:00:00,1.0,3.0,36.0,510.0,1020.0,510.0,2,2,August,8
16,16,41.896276,-87.641024,17:30:00,18:30:00,Gym,Female,25,2020-08-18 00:00:00,Tuesday,dp3wmdvz2pgv,4,1,36,2020-08-18 17:30:00,2020-08-18 18:30:00,3.0,3.0,19.0,1050.0,1110.0,60.0,2,2,August,8
17,16,41.871577,-87.627113,19:00:00,23:59:00,Home,Female,25,2020-08-18 00:00:00,Tuesday,dp3wjyrzs78v,5,1,19,2020-08-18 19:00:00,2020-08-18 23:59:00,3.0,4.0,19.0,1140.0,1439.0,299.0,2,2,August,8
18,16,41.871577,-87.627113,00:00:00,08:00:00,Home,Female,25,2020-08-19 00:00:00,Wednesday,dp3wjyrzs78v,5,1,19,2020-08-19 00:00:00,2020-08-19 08:00:00,4.0,1.0,37.0,0.0,480.0,480.0,3,2,August,8
19,16,41.897488,-87.64367800000001,08:30:00,17:00:00,Work,Female,25,2020-08-19 00:00:00,Wednesday,dp3wme5yd3c5,11,1,37,2020-08-19 08:30:00,2020-08-19 17:00:00,1.0,3.0,36.0,510.0,1020.0,510.0,3,2,August,8
20,16,41.896276,-87.641024,17:30:00,18:30:00,Gym,Female,25,2020-08-19 00:00:00,Wednesday,dp3wmdvz2pgv,4,1,36,2020-08-19 17:30:00,2020-08-19 18:30:00,3.0,3.0,19.0,1050.0,1110.0,60.0,3,2,August,8
21,16,41.871577,-87.627113,19:00:00,23:59:00,Home,Female,25,2020-08-19 00:00:00,Wednesday,dp3wjyrzs78v,5,1,19,2020-08-19 19:00:00,2020-08-19 23:59:00,3.0,4.0,19.0,1140.0,1439.0,299.0,3,2,August,8
22,16,41.871577,-87.627113,00:00:00,08:00:00,Home,Female,25,2020-08-20 00:00:00,Thursday,dp3wjyrzs78v,5,1,19,2020-08-20 00:00:00,2020-08-20 08:00:00,4.0,1.0,37.0,0.0,480.0,480.0,4,2,August,8
23,16,41.897488,-87.64367800000001,08:30:00,17:00:00,Work,Female,25,2020-08-20 00:00:00,Thursday,dp3wme5yd3c5,11,1,37,2020-08-20 08:30:00,2020-08-20 17:00:00,1.0,3.0,35.0,510.0,1020.0,510.0,4,2,August,8
24,16,41.889484,-87.629364,17:30:00,19:30:00,Food,Female,25,2020-08-20 00:00:00,Thursday,dp3wmcwpzvf3,2,1,35,2020-08-20 17:30:00,2020-08-20 19:30:00,3.0,3.0,19.0,1050.0,1170.0,120.0,4,2,August,8
25,16,41.871577,-87.627113,19:45:00,23:59:00,Home,Female,25,2020-08-20 00:00:00,Thursday,dp3wjyrzs78v,5,1,19,2020-08-20 19:45:00,2020-08-20 23:59:00,3.0,4.0,19.0,1185.0,1439.0,254.0,4,2,August,8
26,16,41.871577,-87.627113,00:00:00,08:00:00,Home,Female,25,2020-08-21 00:00:00,Friday,dp3wjyrzs78v,5,1,19,2020-08-21 00:00:00,2020-08-21 08:00:00,4.0,1.0,37.0,0.0,480.0,480.0,5,2,August,8
27,16,41.897488,-87.64367800000001,08:30:00,17:00:00,Work,Female,25,2020-08-21 00:00:00,Friday,dp3wme5yd3c5,11,1,37,2020-08-21 08:30:00,2020-08-21 17:00:00,1.0,3.0,20.0,510.0,1020.0,510.0,5,2,August,8
28,16,41.871666999999995,-87.627286,17:30:00,18:40:00,Groceries,Female,25,2020-08-21 00:00:00,Friday,dp3wjyxb0hry,3,1,20,2020-08-21 17:30:00,2020-08-21 18:40:00,3.0,3.0,19.0,1050.0,1120.0,70.0,5,2,August,8
29,16,41.871577,-87.627113,18:41:00,19:30:00,Home,Female,25,2020-08-21 00:00:00,Friday,dp3wjyrzs78v,5,1,19,2020-08-21 18:41:00,2020-08-21 19:30:00,3.0,3.0,27.0,1121.0,1170.0,49.0,5,2,August,8
30,16,41.884715,-87.64729,19:48:00,21:00:00,Food,Female,25,2020-08-21 00:00:00,Friday,dp3wm8chnhg9,2,1,27,2020-08-21 19:48:00,2020-08-21 21:00:00,3.0,4.0,28.0,1188.0,1260.0,72.0,5,2,August,8
31,16,41.885881,-87.648904,21:10:00,22:00:00,Food,Female,25,2020-08-21 00:00:00,Friday,dp3wm904bw0h,2,1,28,2020-08-21 21:10:00,2020-08-21 22:00:00,4.0,4.0,26.0,1270.0,1320.0,50.0,5,2,August,8
32,16,41.887409000000005,-87.65184599999999,22:10:00,23:45:00,Food,Female,25,2020-08-21 00:00:00,Friday,dp3wm3mggfyx,2,1,26,2020-08-21 22:10:00,2020-08-21 23:45:00,4.0,4.0,19.0,1330.0,1425.0,95.0,5,2,August,8
33,16,41.871577,-87.627113,00:00:00,10:00:00,Home,Female,25,2020-08-22 00:00:00,Saturday,dp3wjyrzs78v,5,1,19,2020-08-22 00:00:00,2020-08-22 10:00:00,4.0,1.0,19.0,0.0,600.0,600.0,6,2,August,8
34,16,41.871577,-87.627113,15:50:00,16:15:00,Home,Female,25,2020-08-22 00:00:00,Saturday,dp3wjyrzs78v,5,1,19,2020-08-22 15:50:00,2020-08-22 16:15:00,2.0,2.0,34.0,950.0,975.0,25.0,6,2,August,8
35,16,41.884306,-87.628297,16:33:00,17:00:00,Shopping,Female,25,2020-08-22 00:00:00,Saturday,dp3wmbz1b8tc,10,1,34,2020-08-22 16:33:00,2020-08-22 17:00:00,2.0,3.0,33.0,993.0,1020.0,27.0,6,2,August,8
36,16,41.883677,-87.62825699999999,17:01:00,17:16:00,Shopping,Female,25,2020-08-22 00:00:00,Saturday,dp3wmbxn1e7c,10,1,33,2020-08-22 17:01:00,2020-08-22 17:16:00,3.0,3.0,19.0,1021.0,1036.0,15.0,6,2,August,8
37,16,41.871577,-87.627113,17:30:00,20:00:00,Home,Female,25,2020-08-22 00:00:00,Saturday,dp3wjyrzs78v,5,1,19,2020-08-22 17:30:00,2020-08-22 20:00:00,3.0,4.0,39.0,1050.0,1200.0,150.0,6,2,August,8
38,16,41.893603000000006,-87.628412,20:15:00,23:00:00,Home,Female,25,2020-08-22 00:00:00,Saturday,dp3wmfqzyj8h,5,1,39,2020-08-22 20:15:00,2020-08-22 23:00:00,4.0,4.0,55.0,1215.0,1380.0,165.0,6,2,August,8
39,16,42.189856,-87.953172,22:50:00,15:00:00,Home,Female,25,2020-08-22 00:00:00,Saturday,dp92n86mwx1w,5,1,55,2020-08-22 22:50:00,2020-08-22 15:00:00,4.0,2.0,38.0,1370.0,900.0,470.0,6,2,August,8
40,16,41.893676,-87.635933,23:15:00,23:59:00,Entertainment,Female,25,2020-08-22 00:00:00,Saturday,dp3wmf92qg0p,1,1,38,2020-08-22 23:15:00,2020-08-22 23:59:00,4.0,4.0,19.0,1395.0,1439.0,44.0,6,2,August,8
41,16,41.871577,-87.627113,00:00:00,10:00:00,Home,Female,25,2020-08-23 00:00:00,Sunday,dp3wjyrzs78v,5,1,19,2020-08-23 00:00:00,2020-08-23 10:00:00,4.0,1.0,49.0,0.0,600.0,600.0,7,2,August,8
42,16,41.871586,-87.62638000000001,10:01:00,10:06:00,Food,Female,25,2020-08-23 00:00:00,Sunday,dp3wnn2rtm77,2,1,49,2020-08-23 10:01:00,2020-08-23 10:06:00,1.0,1.0,19.0,601.0,606.0,5.0,7,2,August,8
43,16,41.871577,-87.627113,10:07:00,13:30:00,Home,Female,25,2020-08-23 00:00:00,Sunday,dp3wjyrzs78v,5,1,19,2020-08-23 10:07:00,2020-08-23 13:30:00,1.0,2.0,47.0,607.0,810.0,203.0,7,2,August,8
44,16,41.867667,-87.625558,13:45:00,14:05:00,Groceries,Female,25,2020-08-23 00:00:00,Sunday,dp3wnjc0bdb3,3,1,47,2020-08-23 13:45:00,2020-08-23 14:05:00,2.0,2.0,19.0,825.0,845.0,20.0,7,2,August,8
45,16,41.871577,-87.627113,14:17:00,15:00:00,Home,Female,25,2020-08-23 00:00:00,Sunday,dp3wjyrzs78v,5,1,19,2020-08-23 14:17:00,2020-08-23 15:00:00,2.0,2.0,23.0,857.0,900.0,43.0,7,2,August,8
46,16,41.909186,-87.67715600000001,15:17:00,16:20:00,Food,Female,25,2020-08-23 00:00:00,Sunday,dp3wkv76wnw0,2,1,23,2020-08-23 15:17:00,2020-08-23 16:20:00,2.0,2.0,24.0,917.0,980.0,63.0,7,2,August,8
47,16,41.909968,-87.677652,16:22:00,16:34:00,Food,Female,25,2020-08-23 00:00:00,Sunday,dp3wkv7p68k1,2,1,24,2020-08-23 16:22:00,2020-08-23 16:34:00,2.0,2.0,19.0,982.0,994.0,12.0,7,2,August,8
48,16,41.871577,-87.627113,16:55:00,19:00:00,Home,Female,25,2020-08-23 00:00:00,Sunday,dp3wjyrzs78v,5,1,19,2020-08-23 16:55:00,2020-08-23 19:00:00,2.0,3.0,48.0,1015.0,1140.0,125.0,7,2,August,8
49,16,41.866229,-87.616986,19:25:00,19:40:00,Entertainment,Female,25,2020-08-23 00:00:00,Sunday,dp3wnjx22q8p,1,1,48,2020-08-23 19:25:00,2020-08-23 19:40:00,3.0,3.0,19.0,1165.0,1180.0,15.0,7,2,August,8
50,16,41.871577,-87.627113,20:00:00,23:59:00,Home,Female,25,2020-08-23 00:00:00,Sunday,dp3wjyrzs78v,5,1,19,2020-08-23 20:00:00,2020-08-23 23:59:00,4.0,4.0,19.0,1200.0,1439.0,239.0,7,2,August,8
51,16,41.871577,-87.627113,00:00:00,08:00:00,Home,Female,25,2020-08-24 00:00:00,Monday,dp3wjyrzs78v,5,1,19,2020-08-24 00:00:00,2020-08-24 08:00:00,4.0,1.0,37.0,0.0,480.0,480.0,1,3,August,8
52,16,41.897488,-87.64367800000001,08:30:00,17:00:00,Work,Female,25,2020-08-24 00:00:00,Monday,dp3wme5yd3c5,11,1,37,2020-08-24 08:30:00,2020-08-24 17:00:00,1.0,3.0,36.0,510.0,1020.0,510.0,1,3,August,8
53,16,41.896276,-87.641024,17:30:00,18:30:00,Gym,Female,25,2020-08-24 00:00:00,Monday,dp3wmdvz2pgv,4,1,36,2020-08-24 17:30:00,2020-08-24 18:30:00,3.0,3.0,19.0,1050.0,1110.0,60.0,1,3,August,8
54,16,41.871577,-87.627113,19:00:00,23:59:00,Home,Female,25,2020-08-24 00:00:00,Monday,dp3wjyrzs78v,5,1,19,2020-08-24 19:00:00,2020-08-24 23:59:00,3.0,4.0,19.0,1140.0,1439.0,299.0,1,3,August,8
55,16,41.871577,-87.627113,00:00:00,08:00:00,Home,Female,25,2020-08-25 00:00:00,Tuesday,dp3wjyrzs78v,5,1,19,2020-08-25 00:00:00,2020-08-25 08:00:00,4.0,1.0,37.0,0.0,480.0,480.0,2,3,August,8
56,16,41.897488,-87.64367800000001,08:30:00,17:00:00,Work,Female,25,2020-08-25 00:00:00,Tuesday,dp3wme5yd3c5,11,1,37,2020-08-25 08:30:00,2020-08-25 17:00:00,1.0,3.0,36.0,510.0,1020.0,510.0,2,3,August,8
57,16,41.896276,-87.641024,17:30:00,18:30:00,Gym,Female,25,2020-08-25 00:00:00,Tuesday,dp3wmdvz2pgv,4,1,36,2020-08-25 17:30:00,2020-08-25 18:30:00,3.0,3.0,19.0,1050.0,1110.0,60.0,2,3,August,8
58,16,41.871577,-87.627113,19:00:00,23:59:00,Home,Female,25,2020-08-25 00:00:00,Tuesday,dp3wjyrzs78v,5,1,19,2020-08-25 19:00:00,2020-08-25 23:59:00,3.0,4.0,19.0,1140.0,1439.0,299.0,2,3,August,8
59,16,41.871577,-87.627113,00:00:00,08:00:00,Home,Female,25,2020-08-26 00:00:00,Wednesday,dp3wjyrzs78v,5,1,19,2020-08-26 00:00:00,2020-08-26 08:00:00,4.0,1.0,37.0,0.0,480.0,480.0,3,3,August,8
60,16,41.897488,-87.64367800000001,08:30:00,17:00:00,Work,Female,25,2020-08-26 00:00:00,Wednesday,dp3wme5yd3c5,11,1,37,2020-08-26 08:30:00,2020-08-26 17:00:00,1.0,3.0,36.0,510.0,1020.0,510.0,3,3,August,8
61,16,41.896276,-87.641024,17:30:00,18:30:00,Gym,Female,25,2020-08-26 00:00:00,Wednesday,dp3wmdvz2pgv,4,1,36,2020-08-26 17:30:00,2020-08-26 18:30:00,3.0,3.0,19.0,1050.0,1110.0,60.0,3,3,August,8
62,16,41.871577,-87.627113,19:00:00,23:59:00,Home,Female,25,2020-08-26 00:00:00,Wednesday,dp3wjyrzs78v,5,1,19,2020-08-26 19:00:00,2020-08-26 23:59:00,3.0,4.0,19.0,1140.0,1439.0,299.0,3,3,August,8
63,16,41.871577,-87.627113,00:00:00,08:00:00,Home,Female,25,2020-08-27 00:00:00,Thursday,dp3wjyrzs78v,5,1,19,2020-08-27 00:00:00,2020-08-27 08:00:00,4.0,1.0,37.0,0.0,480.0,480.0,4,3,August,8
